    700001  11       30.7  -374.3     8.8  1000.0  0.6654  4.1754
    700002  10       14.6  -797.2   -46.5  1000.0  0.7337  3.2111
    700003  11      110.1  -204.4  -486.9  1000.0  0.9284  1.1766
    700004  11       29.3  -198.1  -225.1  1000.0  0.6782  0.4345
    700005  10      653.5   449.4  -231.0  1000.0  0.8921  1.4150
    700006  10       38.5  -210.0  -800.0  -435.1  0.7529  1.1715
    700007  10       94.2  -800.0  -552.5   666.3  0.8338  0.6824
    700008  10      207.4   800.0    -5.8   -72.1  0.6940  2.6623
    700009  10      261.6   612.4  -258.9  1000.0  0.5360  2.7015
    700010  10       37.7  -800.0   -49.5   299.2  0.5298  5.9304
    700011  11     1150.9   800.0   191.4  -166.0  1.0144  2.8131
    700012  10      765.4   800.0    65.0  -453.3  0.9220  3.5781
    700013  11       17.2   266.7  -224.6  1000.0  0.6624  0.2133
    700014  10       17.4   550.3   511.7  1000.0  0.4333  5.4421
    700015  10      155.9  -106.0   643.5  1000.0  1.0581  2.9967
    700016  10       14.7   513.0   800.0  -180.9  0.4344  3.8691
    700017  10       72.5  -100.6   423.1  1000.0  0.8473  0.6085
    700018  10      983.8  -556.0  -591.0  1000.0  0.4078  5.3532
    700019  11      821.2  -800.0   697.4  -255.7  0.0578  6.0270
    700020  10      127.8   375.8  -800.0  -529.6  0.7338  1.4890
    700021  10     1256.9   800.0   272.6  -799.4  0.9711  3.1847
    700022  10       76.1   657.3  -800.0   282.1  0.7539  2.9817
    700023  11       99.0  -697.6   150.5  1000.0  0.7759  3.9977
    700024  10      269.9  -702.6  -366.7  1000.0  0.3166  3.7241
    700025  11       19.1  -800.0  -562.4   -15.2  0.6795  0.4503
    700026  11        2.1  -630.8  -800.0   964.5  0.5639  0.5093
    700027  11       46.2  -800.0   265.3   391.1  0.8387  0.3202
    700028  11      204.8    23.0  -800.0   219.4  0.5448  1.2667
    700029  10      251.2  -346.3   281.6  1000.0  0.5436  1.0329
    700030  10       35.3   226.2  -447.6  1000.0  0.9495  3.3581
    700031  10      341.7   519.3  -800.0  -133.7  0.6424  2.6015
    700032  11       57.6   675.9   599.2  1000.0  0.7477  3.8328
    700033  10      386.3   800.0  -217.9  -209.7  1.3302  2.9290
    700034  10      116.1  -800.0  -599.6  -793.9  0.4586  0.6184
    700035  10     1390.8     0.3   367.4  1000.0  0.3931  3.4951
    700036  10       11.6  -800.0  -268.1    43.5  0.9622  1.1055
    700037  11      248.2  -800.0   372.9  -905.7  0.9545  0.1121
    700038  11      143.8    20.4   766.0  1000.0  0.8933  0.4996
    700039  11      332.1  -539.3   193.0  1000.0  0.7276  1.2076
    700040  10      113.3  -800.0   381.5  -287.4  0.7178  0.8646
    700041  11       29.5   800.0  -305.1   742.6  1.1074  1.8173
    700042  11      121.8  -374.6  -412.1  1000.0  0.8278  5.9391
    700043  10        1.5   698.2   115.6  1000.0  0.6185  0.1115
