    700001  10      123.1  -800.0   460.0  -135.0  0.8523  0.1803
    700002  11      149.9   421.8  -800.0  -259.6  0.6001  1.5237
    700003  11       65.1  -103.1   446.3  1000.0  1.0311  2.5300
    700004  10       59.1   800.0  -303.1   989.3  1.4701  2.7706
    700005  11      116.6   270.8  -627.9  1000.0  0.4455  0.2259
    700006  10       75.2  -666.7  -800.0  -696.6  0.8154  1.3471
    700007  11      827.4  -790.8  -353.3  1000.0  0.6128  2.7889
    700008  11      100.8  -316.3   334.3  1000.0  0.2736  0.4168
    700009  11       66.0   348.3  -164.2  1000.0  0.2861  1.3592
    700010  10       25.4  -232.1  -798.9  1000.0  0.4427  0.2860
    700011  11      166.7  -788.5   171.0  1000.0  0.4575  1.1395
    700012  10      199.4  -320.3   561.2  1000.0  0.7005  5.8092
    700013  11        1.7  -370.9  -163.3  1000.0  0.5135  5.3217
    700014  10      144.1  -800.0   727.4  -629.5  0.5290  0.2390
    700015  11      126.7   456.7  -800.0   606.1  0.9707  1.6330
    700016  10      264.8   446.6  -800.0   852.7  1.0574  1.5505
    700017  10       28.8  -183.1   545.9  1000.0  0.6249  5.5369
    700018  10      127.5  -406.0   329.2  1000.0  0.6872  3.1087
    700019  11       54.9   203.9  -800.0   704.0  0.6932  1.8098
    700020  11      511.6   481.3  -508.5  1000.0  0.8279  0.2094
    700021  10       79.3   505.5   425.5  1000.0  0.6513  5.5023
    700022  10      236.1  -568.6  -800.0   234.6  0.8007  2.3738
    700023  10      441.0  -795.7   364.9  1000.0  1.0456  3.0689
    700024  10      189.0  -173.5   434.3  1000.0  0.6931  0.5533
    700025  10       68.9   800.0   585.2  -214.5  0.7726  3.2373
    700026  11      305.8  -679.9  -710.9  1000.0  0.6003  5.7562
    700027  10       53.9   147.2  -584.9  1000.0  0.6860  2.1740
    700028  10       21.9   800.0  -565.3   -49.1  0.9798  2.0484
    700029  10       23.6  -111.5   707.7  1000.0  0.5378  2.6940
    700030  11       33.3  -295.4   390.3  1000.0  0.8597  3.5767
    700031  10      120.0    94.1  -675.1  1000.0  0.4894  3.5840
    700032  11      251.3  -648.1  -800.0   374.8  0.9056  1.5778
    700033  11       88.5  -633.1  -360.2  1000.0  0.6560  2.0329
    700034  10      194.6  -214.7  -800.0  -486.4  0.7059  1.7048
    700035  11       79.3   409.2   706.9  1000.0  0.4528  6.2374
    700036  10      423.2   599.4   800.0   -16.8  0.4608  3.7545
    700037  11      503.1   800.0  -671.5   955.6  0.9762  2.2992
    700038  11      665.5   162.2   212.3  1000.0  0.3726  4.2706
    700039  11      106.6   800.0   455.3  -627.3  0.7605  3.0733
    700040  10      415.2   133.0  -376.6  1000.0  0.5441  3.5567
    700041  10       66.1   443.3  -800.0   120.6  0.7701  2.4223
    700042  11     1027.2  -435.2    91.2  1000.0  1.0921  1.3344
    700043  11      798.4   800.0  -558.0   473.4  1.2962  3.1092
    700044  10      318.2   476.8   357.3  1000.0  0.6205  2.8367
    700045  10       11.4   800.0   105.3   535.1  0.7464  3.3601
    700046  10      188.4  -800.0    29.7   -54.1  0.4510  0.4500
    700047  10       16.3  -156.4  -776.3  1000.0  0.8246  2.5564
    700048  10       62.6   356.8  -800.0   -90.3  0.7214  0.7372
    700049  11      189.4  -172.6  -800.0    48.1  0.5254  1.3743
    700050  11      454.8   129.9   357.4  1000.0  0.5960  1.5094
    700051  10        4.5  -385.0  -325.1  1000.0  0.6381  0.9792
    700052  11     2882.2   800.0   511.8   641.1  0.8318  2.8070
    700053  10      205.3   800.0  -608.6  -740.4  0.9593  3.4975
    700054  10      159.3  -423.6   234.2  1000.0  0.3500  5.1630
    700055  10      273.4   666.0   528.7  1000.0  0.5526  1.8782
