    800001  10      449.7   298.4   146.7  1000.0  0.5748  3.2225
    800002  11       72.6  -279.5  -800.0  -244.3  1.1211  1.2096
    800003  10      158.1   496.3  -152.7  1000.0  0.6923  6.2377
    800004  10      365.2  -800.0  -502.0   -81.5  0.9987  1.3410
    800005  10       42.4  -217.7  -551.1  1000.0  0.4170  3.0225
    800006  10      242.9   800.0   338.2  -246.2  1.0113  2.7418
    800007  10      149.7   800.0   472.3   109.5  0.6753  3.8959
    800008  10       10.9  -800.0  -189.3  -988.2  0.5940  5.9030
    800009  10       64.9   800.0    65.9   110.6  0.5585  3.6680
    800010  10      346.4  -800.0   269.3   487.4  0.7819  1.2596
    800011  11        8.2   634.6  -744.7  1000.0  0.6994  3.6856
    800012  11      117.1  -235.7  -800.0  -972.4  0.7574  1.0601
    800013  11      532.4   695.3   515.3  1000.0  0.7874  4.6947
    800014  10      108.7  -800.0   435.8   924.4  0.8901  0.9209
    800015  10      101.8  -560.3   258.9  1000.0  0.4927  4.1819
    800016  10      156.9   506.3  -513.0  1000.0  0.7195  0.7972
    800017  11       62.4   245.5  -761.4  1000.0  0.3639  4.1113
    800018  10      151.8  -205.9   326.3  1000.0  0.4412  5.6819
    800019  10      510.4   800.0   746.1  -795.1  0.8933  3.5550
    800020  11       19.0   800.0  -229.4   282.7  0.3876  3.5371
    800021  11      714.3   526.7  -602.2  1000.0  0.4815  0.0973
    800022  10      318.3  -782.8  -389.4  1000.0  0.5276  5.6799
    800023  10       28.0  -497.9   800.0  -228.4  0.6593  4.8006
    800024  10      270.5   402.6   504.4  1000.0  0.7973  1.2548
    800025  10       91.5  -617.3   -88.0  1000.0  0.2556  0.4436
    800026  11      550.4  -740.3  -800.0   689.1  0.8141  2.0517
    800027  10     1235.7   800.0    22.8    54.8  0.5769  3.6520
    800028  10       61.9   688.6  -301.7  1000.0  0.8487  0.4877
    800029  11      226.6   142.4   800.0  -760.8  0.6788  4.0020
    800030  11      494.2  -800.0  -260.2  -191.5  0.6262  0.2867
    800031  11      153.0   295.0   800.0  -669.8  0.7843  5.9240
    800032  11      298.1  -764.0  -690.5  1000.0  0.2486  6.1315
    800033  10       18.9   254.3  -263.4  1000.0  0.0557  0.3608
    800034  11      385.5  -358.4   154.3  1000.0  0.8142  1.3903
    800035  10      267.1  -800.0   207.5  -290.7  0.8831  0.7054
    800036  11      241.3   774.8  -800.0  -121.8  0.5242  2.5176
    800037  10      103.1   800.0  -320.3   -35.2  0.8760  2.9184
    800038  11      386.0   800.0   440.2  -289.3  0.5417  2.8013
    800039  10       41.2  -545.7    90.3  1000.0  0.1495  0.2755
    800040  11      324.8   800.0   -75.9   854.9  0.9345  3.2456
    800041  10      245.9  -473.3   800.0  -284.4  0.7662  5.4220
    800042  11      587.7     3.0  -800.0   -75.9  0.6947  0.6346
    800043  11       69.0   526.3   250.4  1000.0  0.1883  0.5712
    800044  11      149.4   -72.2  -223.1  1000.0  0.4793  0.6240
    800045  11      254.1  -243.2   759.3  1000.0  0.5302  5.5362
    800046  11      213.7  -111.3  -124.8  1000.0  0.9020  3.5277
    800047  10       23.7   800.0   566.3   925.3  0.8658  3.0857
    800048  10        5.0   800.0  -452.6   738.9  0.5217  2.1344
    800049  10      683.9   195.6  -800.0   741.0  0.7115  1.1222
    800050  10       45.8   800.0   679.6  -586.0  0.5288  3.6369
    800051  11      148.9  -708.4   467.1  1000.0  0.5435  2.8994
    800052  11       53.5   420.2   731.6  1000.0  0.5791  4.0127
    800053  11       71.4  -228.2  -699.1  1000.0  0.5917  1.7403
    800054  10      605.5   800.0    33.2    34.4  0.6445  2.4715
    800055  10      441.4  -398.1  -800.0   676.9  0.9125  2.2720
    800056  10       20.7  -456.8   513.1  1000.0  0.7871  1.0628
    800057  10       71.1  -616.8   800.0   486.6  0.3609  4.5999
    800058  10      234.3   382.2  -800.0   420.9  0.5251  0.4147
    800059  10        7.9   -18.0   800.0  -417.5  0.9300  3.1660
    800060  11       44.3   735.7  -800.0    91.0  0.6206  2.4645
    800061  10      177.6  -800.0   581.8   108.4  0.9393  0.3172
    800062  11       20.7   792.6   207.1  1000.0  0.7359  1.0806
    800063  10       44.9   126.2  -800.0   112.3  0.6543  1.2808
    800064  10      307.0    89.0  -464.4  1000.0  0.9153  0.5830
    800065  11      242.7  -800.0  -395.5   143.8  0.5924  0.6713
    800066  10       54.6   522.6  -800.0   -93.0  0.6493  1.7887
    800067  11      151.3   183.3  -301.9  1000.0  0.2890  3.2127
    800068  10      503.7   462.1  -800.0   890.0  0.7619  1.9297
    800069  10       90.8   340.6    38.7  1000.0  0.1803  0.2950
    800070  11       71.7   800.0   110.5    -1.3  0.9068  1.8056
    800071  10      450.4  -800.0   646.0   516.3  0.7362  0.8040
    800072  11      135.2   291.1   800.0  -647.7  0.6159  3.8475
    800073  11       50.3  -800.0     2.7  -725.6  0.5078  0.3196
    800074  11       44.3   554.0  -800.0   104.7  0.9383  1.2320
    800075  10        2.1   800.0  -188.6   385.1  0.5110  2.2936
    800076  10       88.9   739.7  -374.6  1000.0  0.9351  6.2016
    800077  11       26.6  -222.0  -381.5  1000.0  0.9590  1.3817
    800078  10      503.9   800.0   266.3  -693.1  1.1028  2.5887
    800079  11       87.2     8.8  -748.0  1000.0  0.4470  1.1188
    800080  10      124.7  -800.0  -325.3  -169.1  0.4701  0.2089
    800081  10      361.1  -151.5    76.2  1000.0  0.9187  0.7832
    800082  11      377.9  -559.3  -800.0   418.4  1.4518  2.9374
    800083  11       64.4    26.9  -350.5  1000.0  0.8534  2.4403
    800084  10      271.0  -800.0  -623.9   958.7  0.6940  1.1160
    800085  10        3.9   -58.2  -800.0  -692.7  0.4255  1.4377
    800086  10      254.3  -102.6  -273.7  1000.0  0.8663  1.7258
    800087  11       53.4   710.3  -800.0  -419.6  0.9773  1.4906
    800088  10       65.1   146.0  -425.5  1000.0  0.4300  1.7958
    800089  10      278.3  -800.0  -189.5  -363.3  0.2565  0.0410
    800090  10      546.0  -800.0    18.6  -414.0  0.5891  1.0126
